surname,forename,initials,age_text,honours_awards,date_of_death,date_of_death2,rank,regiment,unitshipsquadron,Country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation
ASHTON,ERIC,E,26,,31/08/1942,,Sergeant,Australian Army Service Corps,A.C.M.F. 12 Sup. Pers. Coy.,Australia,'N.76892',"NEW SOUTH WALES CREMATION MEMORIAL, SYDNEY",Panel 4.,"Son of Charles Bert and Violetta Estelle Constance Ashton; husband of Zena Clare Ashton, of Bellevue Hill. (Cremated, Rookwood Crematorium, Sydney.)."
ASHTON,ERIC,E,38,,04/09/1940,,Civilian,Civilian War Dead,,Civilian War Dead,,"WALTON AND WEYBRIDGE, URBAN DISTRICT",,"of 4 Gate Road, Weybridge. Husband of Ada Ashton. Died at Vickers Armstrong Works, Weybridge."
ASHTON,ERIC JAMES,E J,23,,17/06/1944,,Corporal,Royal Engineers,26 Assault Sqn.,France,'1875094',BAYEUX WAR CEMETERY,X. J. 14.,"Son of Robert and Rachel Ashton, of Fulbeck, Lincolnshire."
ASHTON,ERNEST,E,22,,05/03/1943,,Gunner,Royal Artillery,"89 Bty., 35 Lt. A.A. Regt.",Singapore,'1793059',SINGAPORE MEMORIAL,Column 12.,Son of John and Alice Read Ashton; husband of A. Ashton.
ASHTON,ERNEST,E,49,,24/03/1943,,Sergeant,Royal Australian Artillery,A.C.M.F. A.A. Trg. Regt.,Australia,'V8036',"SPRINGVALE WAR CEMETERY, MELBOURNE",2.U.C.16.,"Son of Mr. and Mrs. H. Ashton; husband of Ruth Ashton, of Armadale."
ASHTON,ERNEST,E,52,,08/06/1941,,Able Seaman,Merchant Navy,S.S. Phidias (Liverpool),United Kingdom,,TOWER HILL MEMORIAL,Panel 81.,Son of John and Martha Ashton.
ASHTON,ERNEST,E,29,,18/10/1918,,Gunner,Royal Garrison Artillery,291st Siege Bty.,France,'124401',BECQUIGNY COMMUNAL CEMETERY,6.,"Husband of Alice Ashton, of 6, Moscow Mill St., Oswaldtwistle, Accrington, Lancs."
ASHTON,ERNEST,E,29,,06/09/1917,,Private,Lancashire Fusiliers,1st/6th Bn.,Belgium,'241685',TYNE COT CEMETERY,VI. F. 7.,"Husband of Martha Alice Ashton, of 11, Boardman Lane, Rhodes, Manchester."
ASHTON,ERNEST,E,,,19/07/1916,,Private,"Australian Infantry, A.I.F.",53rd Bn.,France,'4729',"V.C. CORNER AUSTRALIAN CEMETERY AND MEMORIAL, FROMELLES",7.,
ASHTON,ERNEST,E,,,02/08/1916,,Gunner,Royal Garrison Artillery,28th Siege Bty.,France,'2586',THIEPVAL MEMORIAL,Pier and Face 8 A.,
ASHTON,ERNEST,E,,,14/10/1914,,Private,Middlesex Regiment,4th Bn.,France,'L/8015',LE TOURET MEMORIAL,Panels 31 and 32.,
ASHTON,ERNEST EDWARD,E E,25,,29/11/1943,,Fusilier,Royal Irish Fusiliers,1st Bn.,Italy,'7044376',SANGRO RIVER WAR CEMETERY,VIII. C. 9.,"Son of John and Edith Ashton; husband of Mary Ashton, of Blackpool, Lancashire."
ASHTON,ERNEST GARNET,E G,20,,26/12/1943,,Guardsman,Coldstream Guards,3rd Bn.,United Kingdom,'2664954',BOLDMERE (ST. MICHAEL) CHURCHYARD,Sec. 3. Grave 45.,"Son of Edwin Albert and Amy Ashton, of Wylde Green, Birmingham."
ASHTON,ERNEST HERBERT,E H,31,,29/09/1917,,Private,Royal Army Medical Corps,87th Field Ambulance,Belgium,'337314',DOZINGHEM MILITARY CEMETERY,VIII. E. 13.,"Son of Ernest Herbert and Mary Elizabeth Ashton, of 26, Ancaster Rd., Aigburth, Liverpool."
ASHTON,ERNEST WILLIAM,E W,28,,29/07/1941,,Ordinary Seaman,Royal Naval Patrol Service,H.M.S. Caccuna.,United Kingdom,'LT/JX 263405',HULL NORTHERN CEMETERY,Compt. 280. grave 82.,"Son of Ernest William and Isabella Ashton, of Hull."
ASHTON,ERNEST WILSON,E W,19,,09/04/1918,,Rifleman,The King's (Liverpool Regiment),1st/5th Bn.,France,'86794',LOOS MEMORIAL,Panel 27 to 30.,"Son of Mrs. Mary Ainsworth (formerly Ashton), of 38, Lady St., Preston, Lancs., and Edward Ainsworth (stepfather)."
ASHTON,ETHELBERT SUMNER,E S,37,,16/08/1918,,Sapper,Royal Engineers,"""E"" Corps H.Q. Signal Coy.",France,'74295',GLAGEON COMMUNAL CEMETERY,B. 5.,"Son of Ralph and Rose Ashton, of Heaton Mersey, Stockport; husband of Hilda Christiana Ashton, of Blackpool."
ASHTON,FRANCIS,F,26,,14/10/1918,,Private,King's Own (Royal Lancaster Regiment),6th Bn.,India,'10487',BANGALORE (HOSUR ROAD) CEMETERY,Plot 8. Row U. Grave 9.,"Son of William and Catherine Ashton; husband of Mary Jane Ashton, of 108, Arkwright, Everton, Merseyside."
ASHTON,FRANCIS,F,20,,08/06/1917,,Private,Lincolnshire Regiment,1st/4th Bn.,France,'201427',ARRAS MEMORIAL,Bay 3 and 4.,"Son of Francis and Betsy Emma Ashton, of East Stockwith, Gainsborough, Lincs."
ASHTON,FRANCIS BELL,F B,22,,07/12/1941,,Trooper,"Royal Tank Regiment, R.A.C.",3rd,Egypt,'7908618',ALAMEIN MEMORIAL,Column 22.,
ASHTON,FRANCIS GEORGE,F G,43,,30/07/1920,,Rifleman,Rifle Brigade,24th Bn.,United Kingdom,'211153',ABNEY PARK CEMETERY,Screen Wall. O.7. RN. 24382.,"Son of William Henry and Amelia Ashton; husband of Lilian Ashton, of 57, Englefield Rd., Hackney, London. Born at Walworth, London."
ASHTON,FRANCIS HENRY JOHN,F H J,,,31/05/1942,,Pilot Officer,Royal Air Force Volunteer Reserve,124 Sqdn.,United Kingdom,'112541',RUNNYMEDE MEMORIAL,Panel 68.,
ASHTON,FRANK,F,32,,17/03/1946,,Serjeant,Pioneer Corps,,United Kingdom,'13063338',CHEADLE AND GATLEY CEMETERY,Sec. 4. Grave 136.,"Son of James Ashton and of Frances Ashton (nee Hale); of Cheadle Heath, Stockport; husband of Ann Ashton."
ASHTON,FRANK,F,21,,13/05/1918,,Corporal,South Lancashire Regiment,"""A"" Coy. 2nd/4th Bn.",France,'201346',COUIN NEW BRITISH CEMETERY,D. 58.,"Son of Mrs. Ashton, of 46, Wellington St., Warrington, Lancs."
ASHTON,FRANK,F,21,,29/05/1917,,Company Serjeant Major,King's Royal Rifle Corps,16th Bn.,France,'C/476',"SUNKEN ROAD CEMETERY, BOISLEUX-ST. MARC",I. D. 11.,"Son of John and Lucy Ashton, of 27, Marsh St., Wombwell, Barnsley."
ASHTON,FRANK,F,19,,28/09/1917,,Private,The King's (Liverpool Regiment),7th Inf. Labour Coy.,Belgium,'65947',BARD COTTAGE CEMETERY,III. H. 38.,"Son of William and Jane Ashton, of 101, Moss St., Ashton-under-Lyne."
ASHTON,FRANK,F,18,,09/04/1915,,Private,Suffolk Regiment,2nd Bn.,Belgium,'8773',YPRES (MENIN GATE) MEMORIAL,Panel 21.,"Son of Alfred and Alice Ashton, of 17, St. Edmund's Place, Bury St. Edmund'S."
ASHTON,FRANK ERNEST,F E,,,17/08/1916,,Private,"Australian Infantry, A.I.F.",6th Bn.,France,'4429',VILLERS-BRETONNEUX MEMORIAL,,
ASHTON,FRANK W.,F W,19,,25/09/1915,,Private,Devonshire Regiment,8th Bn.,France,'10769',LOOS MEMORIAL,Panel 35 to 37.,"Son of Fred C. and Ada Ashton, of 195, Shear Brow, Blackburn."
ASHTON,FREDERICK,F,36,,17/04/1917,,Second Hand,Royal Naval Reserve,"H.M. Trawler ""Ben Holden.""",United Kingdom,'9739DA',CHATHAM NAVAL MEMORIAL,25.,
ASHTON,FREDERICK,F,,,15/03/1915,,Rifleman,Rifle Brigade,4th Bn.,Belgium,'B/631',YPRES (MENIN GATE) MEMORIAL,Panel 46 - 48 and 50.,
ASHTON,FREDERICK HARRY,F H,29,,08/03/1918,,Third Engineer,Mercantile Marine,"S.S. ""Uganda"" (Glasgow)",United Kingdom,,TOWER HILL MEMORIAL,,"Son of William and Annie Ashton; husband of Jane Ann Ashton (nee Weston), of 11, Sandycroft Avenue, Wigan. Born at Wigan."
ASHTON,FREDERICK HENRY,F H,,,01/07/1916,,Rifleman,London Regiment (Queen Victoria's Rifles),1st/9th Bn.,France,'3655',THIEPVAL MEMORIAL,Pier and Face 9 C.,
ASHTON,FREDERICK JAMES,F J,,,21/03/1918,,Second Lieutenant,Leicestershire Regiment,2nd Bn. attd. 11th Bn.,France,,ARRAS MEMORIAL,Bay 5.,
ASHTON,FREDERICK JOHN,F J,33,,02/01/1943,,Gunner,Royal Artillery,"15 Bty., 6 H.A.A. Regt.",Japan,'777423',YOKOHAMA CREMATION MEMORIAL,Panel 2.,"Son of Charles Henry and Florence Elizabeth Ashton, of Beckenham, Kent; husband of D. V. Ashton, of Beckenham."
ASHTON,FREDERICK JOHN,F J,21,,12/11/1918,,Gunner,Royal Field Artillery,115th Bty. 25th Bde.,United Kingdom,'16501',LIVERPOOL (ALLERTON) CEMETERY,III. C.E. 90.,"Son of Frederick and Kate Ashton, of Garston, Liverpool."
ASHTON,FREDERICK WILLIAM,F W,35,,10/02/1917,,Private,"Australian Infantry, A.I.F.",19th Bn.,France,'5294',"ADANAC MILITARY CEMETERY, MIRAUMONT",IV. H. 14.,"Son of Roland and Alice Louisa Ashton, of 143, Hargrave St., Paddington, New South Wales."
ASHTON,FREDERICK WILLIAM,F W,21,,18/06/1942,,Able Seaman,Royal Navy,H.M.S. Wild Swan,United Kingdom,'D/SSX 24197',PLYMOUTH NAVAL MEMORIAL,"Panel 64, Column 1.","Son of John William and Frances Ashton, of Weel, Yorkshire."
ASHTON,FREDERICK WILLIAM,F W,21,,09/09/1915,,Private,Northumberland Fusiliers,8th Bn.,United Kingdom,'5530',HULL WESTERN CEMETERY,429. 41449.,"Son of William Henry Ashton, of Hull."
ASHTON,FREDERICK WILLIAM,F W,33,,18/11/1918,,Chaplain,Royal Air Force,,United Kingdom,,SHEFFIELD GENERAL CEMETERY,Screen Wall. ,Son of William Henry and Lucy Ashton. Born at Plymouth.
ASHTON,FREDERICK WILLIAM,F W,,,01/07/1916,,Serjeant,Lincolnshire Regiment,10th Bn.,France,'94',THIEPVAL MEMORIAL,Pier and Face 1 C.,
ASHTON,GEORGE,G,39,,03/08/1917,,Private,Hampshire Regiment,1st Bn.,France,'25524',"DUISANS BRITISH CEMETERY, ETRUN",VI. B. 1.,"Son of Richard and Harriet Ashton, of Sidmouth, Devon; husband of Edith Elizabeth Ashton, of Sandy Lane Lodge, Hawley, Blackwater, Hants."
ASHTON,GEORGE,G,21,,09/04/1917,,Private,Northumberland Fusiliers,27th (Tyneside Irish) Bn.,France,'24049',ROCLINCOURT VALLEY CEMETERY,III. D. 2.,"Son of John William and Hannah Ashton, of 29, Tomlinson St., Shearbridge Rd., Bradford."
ASHTON,GEORGE,G,28,,03/11/1943,,Marine,Royal Marines,"R.M. Group, M.N. B.D.O. (2)",Italy,'PLY/X 101938',"SYRACUSE WAR CEMETERY, SICILY",III. E. 2.,"Son of Francis Duncan Hall Ashton and Harriet Ashton; husband of Irene Elizabeth Ashton, of Tadcaster, Yorkshire."
ASHTON,GEORGE,G,29,,20/03/1944,,Driver,Royal Corps of Signals,,Italy,'2589574',CASSINO WAR CEMETERY,II. E. 20.,"Son of George and Edith Ashton, of Melling, Lancashire."
ASHTON,GEORGE,G,23,,20/02/1944,,Gunner,Royal Artillery,,United Kingdom,'4458972',BROOKWOOD MILITARY CEMETERY,30A. B. 9.,"Son of Mr. and Mrs. Peter Ashton; husband of May Anne Ashton, of Bexhill-on-Sea, Sussex."
ASHTON,GEORGE,G,12,,24/12/1944,,Civilian,Civilian War Dead,,Civilian War Dead,,"OLDHAM, COUNTY BOROUGH",,"Son of Frank Ashton, of 75 Marlborough Street. Died at 139 Abbey Hills Road."
ASHTON,GEORGE,G,22,,15/01/1919,,Private,Durham Light Infantry,2nd/9th Bn.,Gibraltar,'327451',GIBRALTAR (NORTH FRONT) CEMETERY,B. 4311.,"Son of George and Annie Ashton. Born at Camberwell, London."
ASHTON,GEORGE,G,19,,15/06/1917,,Private,Lincolnshire Regiment,1st/5th Bn.,France,'242222',LOOS BRITISH CEMETERY,XIX. C. 18.,"Grandson of John Rowland Ashton, of Mill House, Greetham, Horncastle."
ASHTON,GEORGE,G,26,,29/06/1915,,Private,Lancashire Fusiliers,1st Bn.,Turkey (including Gallipoli),'1432',HELLES MEMORIAL,Panel 59 to 73 or 218 to 219.,"Son of Mr. and Mrs. Ashton, of 23, Collier St., Blackfriars Rd., Salford, Manchester."
ASHTON,GEORGE,G,21,,01/07/1916,,Private,Lancashire Fusiliers,16th Bn.,France,'12536',THIEPVAL MEMORIAL,Pier and Face 3 C and 3 D.,"Son of John and Sarah E. Ashton, of 192 Great Clowes St., Broughton, Lancs."
ASHTON,GEORGE,G,30,,28/04/1917,,Private,East Lancashire Regiment,1st/5th Bn.,France,'242752',THIEPVAL MEMORIAL,Pier and Face 6 C.,"Son of William Ashton, of 9, Coronation St., Blackburn."
ASHTON,GEORGE,G,22,,28/03/1918,,Private,"Canterbury Regiment, N.Z.E.F.",2nd Bn.,France,'27197',DOULLENS COMMUNAL CEMETERY EXTENSION NO.1,V. D. 9.,"Son of William and Mary A. Ashton, of Ashburton, New Zealand."
ASHTON,GEORGE ANDREW,G A,21,,20/08/1941,,Lance Bombardier,Royal Artillery,"416 Bty., 81 Hy. A.A. Regt.",United Kingdom,'1732403',LEIGH CEMETERY,Sec. 27. Grave D. 57.,"Son of Andrew and Annie Ashton, of Leigh."
ASHTON,GEORGE ARTHUR,G A,,,04/08/1916,,Private,ALIAS,,France,'1620',VILLERS-BRETONNEUX MEMORIAL,,"See DOWNEY, W.R., the true family name."
ASHTON,GEORGE CHARLES,G C,,,30/03/1944,,Leading Seaman,Royal Navy,H.M. Submarine Syrtis,United Kingdom,'D/J 107365',PLYMOUTH NAVAL MEMORIAL,"Panel 85, Column 2.",
ASHTON,GEORGE DOUGLAS,G D,24,,31/10/1941,,Fourth Engineer Officer,Merchant Navy,M.V. King Malcolm (London),United Kingdom,,TOWER HILL MEMORIAL,Panel 61.,Son of Ernest and Leah Ashton.
ASHTON,GEORGE FRANCIS,G F,27,,20/10/1918,,Lieutenant,Machine Gun Corps,42nd Bn.,France,,ST. AUBERT BRITISH CEMETERY,V. E. 10.,"Son of the late Mr. and Mrs. George Ashton; husband of Hilda Lavinia Ashton, of 55, Birdhurst Rise, South Croydon, Surrey."
ASHTON,GEORGE HENRY,G H,28,,12/03/1919,,Company Serjeant Major,Royal Welsh Fusiliers,"""D"" Coy 4th Garrison Bn.",United Kingdom,'47215',CARDIFF (CATHAYS) CEMETERY,EA. NC. 1684.,"Son of George Henry and Maud Ashton, of 77, Constellation St., Adamsdown, Cardiff. 12 years' service. Served in China, Mediterranean and France."
ASHTON,GEORGE HENRY,G H,52,,15/10/1940,,Civilian,Civilian War Dead,,Civilian War Dead,,"ILFORD, MUNICIPAL BOROUGH",,"Air Raid Warden. Husband of Gertrude Hilda Ashton, of 35 Ladysmith Avenue, Seven Kings. Died at Aldborough Road."
ASHTON,GEORGE HERD,G H,,,26/09/1916,,Private,Lancashire Fusiliers,9th Bn.,France,'36379',THIEPVAL MEMORIAL,Pier and Face 3 C and 3 D.,
ASHTON,GEORGE MATTHEW,G M,29,,07/11/1940,,Chief Steward,Merchant Navy,S.S. Herland (London),United Kingdom,,TOWER HILL MEMORIAL,Panel 56.,"Son of George and Annie Ashton; husband of Henrietta Rosina Ashton, of East Ham, Essex."
ASHTON,GEORGE WILLIAM,G W,26,,28/09/1940,,Leading Seaman,Royal Naval Patrol Service,H.M. Trawler Recoil.,United Kingdom,'LT/JX 187351',LOWESTOFT NAVAL MEMORIAL,"Panel 1, Column 3.","Son of Horatio and Ethel Ashton, of Hull; husband of Irene Ashton, of Hull."
ASHTON,GEORGE WILLIAM,G W,18,,02/10/1942,,Ordinary Seaman,Royal Navy,H.M.S. Curacoa,United Kingdom,'C/JX 316156',CHATHAM NAVAL MEMORIAL,"57, 1.","Son of George William and Nora Hewitt Ashton, of Dewsbury, Yorkshire."
ASHTON,GEORGE WILLIAM,G W,,,28/07/1917,,Private,Welsh Regiment,15th Bn.,Belgium,'47659',YPRES (MENIN GATE) MEMORIAL,Panel 37.,
ASHTON,GERALD JOHN,G J,19,,12/11/1942,,Leading Airman,Royal Navy,H.M.S. Condor,United Kingdom,'FX. 90585',ST. STEPHEN'S-BY-SALTASH (ST. STEPHEN) CHURCHYARD,Grave 3243.,"Son of John Francis and Clare Ashton, of Saltash."
ASHTON,GERARD,G,19,,27/09/1944,,Private,King's Own Scottish Borderers,6th Bn.,Netherlands,'14550637',UDEN WAR CEMETERY,1. C. 7.,"Son of Henry and Mary Ashton, of Kirkdale, Liverpool."
ASHTON,GLADYS ELIZABETH,G E,39,,02/01/1941,,Civilian,Civilian War Dead,,Civilian War Dead,,"CARDIFF, COUNTY BOROUGH, WALES",,"Daughter of Henry Ashton, of 9 Neville Street. Died at 3 Blackstone Street."
ASHTON,GORDON,G,,,24/03/1918,,Private,Manchester Regiment,2nd/5th Bn.,France,'202001',POZIERES MEMORIAL,Panel 64 to 67.,
ASHTON,GORDON BERTRAM,G B,28,,07/10/1941,,Sergeant,Royal Air Force Volunteer Reserve,42 Sqdn.,United Kingdom,'978292',MANCHESTER SOUTHERN CEMETERY,Sec. S. C. of E. Grave 783.,"Son of Bertram Ashton and of Elizabeth Ashton, of Gatley, Cheshire."
ASHTON,GRIFFITH EDWARD,G E,37,,03/09/1943,,Fusilier,Royal Welch Fusiliers,,United Kingdom,'4184915',GLANOGWEN (COETMOR) CHURCH CEMETERY,S.E. part. Row 4.,"Husband of Catherine Ellen Ashton, of Braich Melyn."
ASHTON,HARDRIC GREY,H G,23,,11/03/1918,,Captain,Royal Flying Corps,25th Sqdn.,France,,LAPUGNOY MILITARY CEMETERY,VIII. B. 2.,"Son of John and Georgina Agnes Ashton (nee Blackburn), of Preston. Medical student of Manchester University. Gazetted, East Lancashire Regt., 1914."
ASHTON,HAROLD,H,20,,02/12/1941,,Sergeant,Royal Air Force Volunteer Reserve,22 Sqdn.,France,'751288',NANTES (PONT-DU-CENS) COMMUNAL CEMETERY,Plot L. Row B. Coll. grave 1-3.,"Son of Harold and Annie Ashton, of Harpurhey, Manchester."
ASHTON,HAROLD,H,45,,01/07/1941,,Mate,Fishing Fleet,Fishing Vessel Strathgairn (Aberdeen),United Kingdom,,TOWER HILL MEMORIAL,Panel 129.,
ASHTON,HAROLD,H,21,,23/10/1915,,Private,Canadian Infantry,21st Bn.,Belgium,'59025',RIDGE WOOD MILITARY CEMETERY,I. O. 9.,"Son of Albert and Alice Ashton, of Limpsfield, Surrey."
ASHTON,HAROLD,H,27,,12/09/1916,,Private,"Australian Infantry, A.I.F.",2nd Bn.,Belgium,'4126',RAILWAY DUGOUTS BURIAL GROUND (TRANSPORT FARM),Sp. Mem. A. 20.,"Son of James and Eliza Ashton. Born at Oldham, Lancs., England."
ASHTON,HAROLD,H,,,06/07/1918,,Rifleman,South African Mounted Rifles,Medical Sect.,South Africa,'5432',SOUTH AFRICAN BOOK OF REMEMBRANCE,,"Son of Mr J Ashton, of Beverley, Yorkshire."
ASHTON,HAROLD,H,,,09/08/1916,,Serjeant,The Loyal North Lancashire Regiment,1st/5th Bn.,France,'1565',THIEPVAL MEMORIAL,Pier and Face 11 A.,
ASHTON,HAROLD BRUCE,H B,23,,24/11/1941,,Second Lieutenant,New Zealand Infantry,24th Bn.,Libya,'23130',"KNIGHTSBRIDGE WAR CEMETERY, ACROMA",6. D. 16.,"Son of George Edward Ashton and of Hilda Mitford Ashton (nee Austin), of Gisborne, Auckland, New Zealand; husband of Mary Arbuthnott Ashton, of Sydney, New South Wales, Australia."
ASHTON,HAROLD LESLIE,H L,23,,14/04/1943,,Bombardier,Royal Artillery,111 Field Regt.,Libya,'923669',TRIPOLI WAR CEMETERY,6. E. 9.,
ASHTON,HAROLD VICTOR,H V,21,,19/04/1918,,Corporal,Royal Warwickshire Regiment,10th Bn.,Belgium,'12739',TYNE COT MEMORIAL,Panel 23 to 28 and 163A.,"Son of James and Isabella Ashton, of 15, Empress Terrace, Whingate, Leeds."
ASHTON,HARROLD,H,22,,23/09/1944,,Sergeant,Royal Air Force Volunteer Reserve,570 Sqdn.,Netherlands,'1129447',ARNHEM OOSTERBEEK WAR CEMETERY,4. A. 14.,"Son of Henry Parker Ashton and Annie Ashton, of Farnworth, Lancashire."
ASHTON,HARRY,H,26,,11/07/1944,,Serjeant,Royal Artillery,86 (5th Bn. The Devonshire Regt.) Anti-Tank Regt.,France,'828548',"ST. MANVIEU WAR CEMETERY, CHEUX",X. B. 11.,"Son of Ernest and Sarah Alice Ashton; husband of Irene May Ashton, of Camberley, Surrey."
ASHTON,HARRY,H,23,,29/05/1941,,Marine,Royal Marines,,United Kingdom,'EX/1288',PLYMOUTH NAVAL MEMORIAL,Panel 102. Column 3.,"Son of Harry and Elizabeth Ashton; husband of Constance Ashton, of Warrington, Lancashire."
ASHTON,HARRY,H,32,,22/09/1916,,Serjeant,New Zealand Rifle Brigade,"""A"" Coy. 2nd Bn. 3rd",France,'24/36',DERNANCOURT COMMUNAL CEMETERY EXTENSION,III. C. 41.,"Son of Harry and Sarah Emily Ashton, of Leeds, England, husband of Grace Elizabeth Ashton, of Petone, New Zealand."
ASHTON,HARRY,H,,,21/12/1915,,Private,King's Own Yorkshire Light Infantry,1st/4th Bn.,Belgium,'1846',LIJSSENTHOEK MILITARY CEMETERY,II. D. 26.,
ASHTON,HARRY,H,,,01/06/1918,,Private,Royal Army Medical Corps,54th Gen. Hosp,France,'84309',ETAPLES MILITARY CEMETERY,LXVII. B. 21.,
ASHTON,HARRY,H,20,,08/07/1917,,Serjeant,Cameronians (Scottish Rifles),11th Bn.,Greece,'13827',KARASOULI MILITARY CEMETERY,C. 487.,"Son of the late William Ashton, and of Alice, his wife, formerly of Manchester, now of Ramsgreave Rd., Wilpshire, Blackburn, Lancs."
ASHTON,HARRY,H,,,19/10/1916,,Private,Leicestershire Regiment,1st Bn.,France,'14463',THIEPVAL MEMORIAL,Pier and Face 2 C and 3 A.,
ASHTON,HARRY,H,,,29/09/1916,,Private,Duke of Wellington's (West Riding Regiment),8th Bn.,France,'14910',THIEPVAL MEMORIAL,Pier and Face 6 A and 6 B.,
ASHTON,HARRY,H,,,07/10/1917,,Private,Yorkshire Regiment,8th Bn.,Belgium,'38835',TYNE COT MEMORIAL,Panel 52 to 54 and 162A.,"Son of William Henry and Bertha Ashton, of 112, Grosvenor St., Kearsley, Farnworth, Bolton."
ASHTON,HARRY,H,,,27/03/1915,,Private,Leicestershire Regiment,2nd Bn.,"Ireland, Republic of",'SR/12800',GRANGEGORMAN MILITARY CEMETERY,CE. 593.,"Son of Mrs. E. Curzon, of 166, Syston St., Leicester."
ASHTON,HARRY,H,,,14/08/1917,,Lance Serjeant,Rifle Brigade,11th Bn.,Belgium,'S/5668',CEMENT HOUSE CEMETERY,V. B. 18.,
ASHTON,HARRY HAMILTON,H H,27,,21/04/1916,,Private,Lancashire Fusiliers,1st Bn.,France,'22905',AUCHONVILLERS MILITARY CEMETERY,II. D. 22.,"Husband of Amelia Ashton, of 7, Anchor Terrace, Longton."
ASHTON,HARRY JAMES,H J,,,26/10/1917,,Private,The Loyal North Lancashire Regiment,4th/5th Bn.,Belgium,'30128',TYNE COT MEMORIAL,Panel 102 to 104.,
ASHTON,HARRY STEPHEN,H S,,,09/09/1916,,Rifleman,London Regiment (Queen Victoria's Rifles),1st/9th Bn.,France,'5125',THIEPVAL MEMORIAL,Pier and Face 9 C.,
ASHTON,HENRY,H,33,,31/10/1916,,Private,King's Shropshire Light Infantry,7th Bn.,France,'18471',COURCELLES-AU-BOIS COMMUNAL CEMETERY EXTENSION,A. 18.,"Son of William Ellis and Ann Emma Ashton, of Ashton-under-Lyne; husband of Phoebe Ashton, of 53, Crescent Rd., Ellesmere Port, Birkenhead."
ASHTON,HENRY,H,,,07/09/1916,,Private,Army Service Corps,29th Labour Coy.,Malta,'SS/21281',PIETA MILITARY CEMETERY,C. II. 5.,
ASHTON,HENRY,H,26,,25/07/1942,,Private,Royal Army Medical Corps,,United Kingdom,'7403651',SHEFFIELD (CITY ROAD) CEMETERY,Sec. C.6. Grave 20785.,"Son of John Charles and Rose Ann Ashton, of Sheffield; husband of Hilda May Ashton, of Heeley, Sheffield."
ASHTON,HENRY,H,34,,29/04/1918,,Rifleman,London Regiment,17th Bn.,France,'574501',"GOMMECOURT WOOD NEW CEMETERY, FONCQUEVILLERS",I. J. 22.,"Son of Mr. Ashton, of Stratford, London; husband of Mrs. P. Ashton, of 9, Angrave St., Haggerston, London."
ASHTON,HENRY,H,29,,09/11/1916,,Private,Royal Army Medical Corps,28th General Hosp.,Greece,'103703',SALONIKA (LEMBET ROAD) MILITARY CEMETERY,673.,"Son of Henry and Ellen Ashton, of 55, Gibbon St., Bolton, Lancs."
ASHTON,HENRY,H,,,28/05/1918,,Private,The Loyal North Lancashire Regiment,9th Bn.,France,'32040',SOISSONS MEMORIAL,,
ASHTON,HENRY,H,44,,22/04/1917,,Serjeant,Durham Light Infantry,14th Bn.,France,'43036',LOOS MEMORIAL,Panel 106 and 107.,"Husband of Hetty Beatrice Ashton, of 78, Farm St., Derby."
ASHTON,HENRY CHARLES,H C,,,15/09/1916,,Private,Canadian Infantry,31st Bn.,France,'79032',VIMY MEMORIAL,,
ASHTON,HENRY FREDERICK,H F,,,01/12/1917,,Serjeant,6th Dragoons (Inniskilling),,France,'5362',"CAMBRAI MEMORIAL, LOUVERVAL",Panel 1.,
ASHTON,HENRY OSWALD,H O,28,,29/08/1918,,Lieutenant,Suffolk Regiment,5th Bn.,France,,"MORY ABBEY MILITARY CEMETERY, MORY",IV. B. 22.,"Son of Henry Bankes Ashton and Agnes Ashton; husband of Dorothy Mary Ashton, of 64, Crag Path, Aldeburgh, Suffolk."
ASHTON,HERBERT,H,29,,27/11/1917,,Second Lieutenant,York and Lancaster Regiment,"""D"" Coy. 2nd/5th Bn.",France,,"CAMBRAI MEMORIAL, LOUVERVAL",Panel 9 and 10.,"Son of Alfred and Anna Ashton, of Waterhead House, Oldham."
ASHTON,HERBERT,H,24,,12/09/1918,,Private,Manchester Regiment,"""B"" Coy. 2nd Bn.",France,'351072',"TREFCON BRITISH CEMETERY, CAULAINCOURT",A. 3.,"Son of Mrs. Selina Neale, of 66, Bradgate St., Ashton-under-Lyne, Lancs."
ASHTON,HERBERT,H,24,,01/10/1918,,Private,Border Regiment,9th Bn.,Greece,'36776',"MIKRA BRITISH CEMETERY, KALAMARIA",403.,"Son of Joseph and Annie Ashton, of 236, Manchester Rd., Little Hulton, Bolton, Lancs."
ASHTON,HERBERT,H,,,23/04/1917,,Private,Bedfordshire Regiment,"""D"" Coy. 4th Bn.",France,'17940',ARRAS MEMORIAL,Bay 5.,"Son of George and Fanny Ashton, of Flitton Rd., Pulloxhill, Ampthill, Beds."
ASHTON,HERBERT EDWARD,H E,38,,30/12/1917,,Private,Army Service Corps,1031st M.T. Coy.,Egypt,'M/336914',CHATBY MEMORIAL,,"Son of James and Hellen Ashton; husband of Annie Elizabeth Key Ashton, of 3, Walmsley Terrace, Walmsley St., Hull."
ASHTON,HERBERT GEORGE,H G,33,,24/05/1943,,Sergeant,Royal Air Force Volunteer Reserve,10 Sqdn.,Netherlands,'1394127',WONSERADEEL (MAKKUM) PROTESTANT CHURCHYARD,Row M. Grave 37.,"Son of George Augustus and Ethel Carrie Ashton, of East Dulwich, London; husband of Ina Ashton."
